timestamp,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6
83.61,5.96E-02,-2.00E-02,5.96E-02,-2.00E-02,5.96E-02,-2.00E-02
83.62,3.53E-02,4.44E-02,3.53E-02,4.44E-02,3.53E-02,4.44E-02
83.63,-4.63E-02,6.76E-02,-4.63E-02,6.76E-02,-4.63E-02,6.76E-02
83.64,-5.27E-02,1.37E-02,-5.27E-02,1.37E-02,-5.27E-02,1.37E-02
83.65,6.90E-02,3.99E-02,6.90E-02,3.99E-02,6.90E-02,3.99E-02
83.66,8.35E-02,8.74E-02,8.35E-02,8.74E-02,8.35E-02,8.74E-02
83.67,1.51E-02,5.22E-02,1.51E-02,5.22E-02,1.51E-02,5.22E-02
83.68,-2.09E-02,-3.05E-02,-2.09E-02,-3.05E-02,-2.09E-02,-3.05E-02
83.69,-5.64E-02,-2.97E-02,-5.64E-02,-2.97E-02,-5.64E-02,-2.97E-02
83.7,-3.81E-02,4.06E-02,-3.81E-02,4.06E-02,-3.81E-02,4.06E-02
83.71,2.33E-02,7.69E-02,2.33E-02,7.69E-02,2.33E-02,7.69E-02
83.72,6.63E-02,6.57E-02,6.63E-02,6.57E-02,6.63E-02,6.57E-02
83.73,8.65E-02,4.70E-02,8.65E-02,4.70E-02,8.65E-02,4.70E-02
83.74,6.15E-02,-5.36E-04,6.15E-02,-5.36E-04,6.15E-02,-5.36E-04
83.75,-6.88E-02,-7.27E-03,-6.88E-02,-7.27E-03,-6.88E-02,-7.27E-03
83.76,-1.16E-01,1.22E-02,-1.16E-01,1.22E-02,-1.16E-01,1.22E-02
83.77,4.58E-02,3.02E-02,4.58E-02,3.02E-02,4.58E-02,3.02E-02
83.78,6.33E-02,4.32E-02,6.33E-02,4.32E-02,6.33E-02,4.32E-02
83.79,2.52E-02,5.19E-02,2.52E-02,5.19E-02,2.52E-02,5.19E-02
83.8,2.18E-02,7.47E-02,2.18E-02,7.47E-02,2.18E-02,7.47E-02
83.81,-5.23E-02,4.10E-02,-5.23E-02,4.10E-02,-5.23E-02,4.10E-02
83.82,-2.65E-02,9.94E-03,-2.65E-02,9.94E-03,-2.65E-02,9.94E-03
83.83,1.99E-02,1.26E-02,1.99E-02,1.26E-02,1.99E-02,1.26E-02
83.84,5.51E-02,9.19E-03,5.51E-02,9.19E-03,5.51E-02,9.19E-03
83.85,8.50E-02,1.89E-02,8.50E-02,1.89E-02,8.50E-02,1.89E-02
83.86,3.19E-02,6.27E-02,3.19E-02,6.27E-02,3.19E-02,6.27E-02
83.87,-6.09E-02,1.11E-02,-6.09E-02,1.11E-02,-6.09E-02,1.11E-02
83.88,-1.41E-02,-8.39E-03,-1.41E-02,-8.39E-03,-1.41E-02,-8.39E-03
83.89,2.07E-02,4.55E-02,2.07E-02,4.55E-02,2.07E-02,4.55E-02
83.9,-4.48E-02,5.82E-02,-4.48E-02,5.82E-02,-4.48E-02,5.82E-02
83.91,-4.02E-03,4.14E-02,-4.02E-03,4.14E-02,-4.02E-03,4.14E-02
83.92,4.95E-02,6.87E-02,4.95E-02,6.87E-02,4.95E-02,6.87E-02
83.93,5.34E-03,8.93E-02,5.34E-03,8.93E-02,5.34E-03,8.93E-02
83.94,2.63E-02,-5.40E-03,2.63E-02,-5.40E-03,2.63E-02,-5.40E-03
83.95,4.09E-02,-3.23E-02,4.09E-02,-3.23E-02,4.09E-02,-3.23E-02
83.96,5.21E-02,-1.25E-02,5.21E-02,-1.25E-02,5.21E-02,-1.25E-02
83.97,6.46E-03,5.08E-03,6.46E-03,5.08E-03,6.46E-03,5.08E-03
83.98,-3.58E-02,6.23E-02,-3.58E-02,6.23E-02,-3.58E-02,6.23E-02
83.99,1.92E-02,7.21E-02,1.92E-02,7.21E-02,1.92E-02,7.21E-02
84,-7.66E-02,1.67E-02,-7.66E-02,1.67E-02,-7.66E-02,1.67E-02
84.01,1.02E-01,5.78E-02,1.02E-01,5.78E-02,1.02E-01,5.78E-02
84.02,-2.57E-01,6.98E-02,-2.57E-01,6.98E-02,-2.57E-01,6.98E-02
84.03,2.58E-01,3.76E-02,2.58E-01,3.76E-02,2.58E-01,3.76E-02
84.04,9.22E-02,2.83E-03,9.22E-02,2.83E-03,9.22E-02,2.83E-03
84.05,-2.24E-02,1.07E-02,-2.24E-02,1.07E-02,-2.24E-02,1.07E-02
84.06,2.72E-03,1.37E-02,2.72E-03,1.37E-02,2.72E-03,1.37E-02
84.07,-1.10E-01,1.26E-02,-1.10E-01,1.26E-02,-1.10E-01,1.26E-02
84.08,1.73E-02,9.94E-03,1.73E-02,9.94E-03,1.73E-02,9.94E-03
84.09,8.65E-02,2.68E-02,8.65E-02,2.68E-02,8.65E-02,2.68E-02
84.1,-8.45E-02,1.12E-01,-8.45E-02,1.12E-01,-8.45E-02,1.12E-01
84.11,5.74E-02,2.60E-02,5.74E-02,2.60E-02,5.74E-02,2.60E-02
84.12,2.22E-02,2.72E-02,2.22E-02,2.72E-02,2.22E-02,2.72E-02
84.13,8.43E-02,4.66E-02,8.43E-02,4.66E-02,8.43E-02,4.66E-02
84.14,-1.23E-01,-4.65E-03,-1.23E-01,-4.65E-03,-1.23E-01,-4.65E-03
84.15,5.17E-02,7.69E-02,5.17E-02,7.69E-02,5.17E-02,7.69E-02
84.16,8.58E-02,-8.39E-03,8.58E-02,-8.39E-03,8.58E-02,-8.39E-03
84.17,6.46E-03,-1.85E-02,6.46E-03,-1.85E-02,6.46E-03,-1.85E-02
84.18,-1.21E-01,3.69E-02,-1.21E-01,3.69E-02,-1.21E-01,3.69E-02
84.19,4.76E-02,-1.89E-02,4.76E-02,-1.89E-02,4.76E-02,-1.89E-02
84.2,6.83E-03,1.01E-01,6.83E-03,1.01E-01,6.83E-03,1.01E-01
84.21,6.71E-02,3.80E-02,6.71E-02,3.80E-02,6.71E-02,3.80E-02
84.22,-5.51E-03,4.03E-02,-5.51E-03,4.03E-02,-5.51E-03,4.03E-02
84.23,-1.82E-02,1.40E-01,-1.82E-02,1.40E-01,-1.82E-02,1.40E-01
84.24,2.85E-02,-5.59E-02,2.85E-02,-5.59E-02,2.85E-02,-5.59E-02
84.25,-8.13E-03,5.08E-03,-8.13E-03,5.08E-03,-8.13E-03,5.08E-03
84.26,7.53E-02,5.04E-02,7.53E-02,5.04E-02,7.53E-02,5.04E-02
84.27,1.02E-02,1.82E-02,1.02E-02,1.82E-02,1.02E-02,1.82E-02
84.28,-9.38E-02,2.75E-02,-9.38E-02,2.75E-02,-9.38E-02,2.75E-02
84.29,-1.49E-02,-5.63E-02,-1.49E-02,-5.63E-02,-1.49E-02,-5.63E-02
84.3,1.61E-01,5.71E-02,1.61E-01,5.71E-02,1.61E-01,5.71E-02
84.31,-3.28E-02,8.37E-02,-3.28E-02,8.37E-02,-3.28E-02,8.37E-02
84.32,-1.90E-02,3.02E-02,-1.90E-02,3.02E-02,-1.90E-02,3.02E-02
84.33,5.34E-03,7.73E-02,5.34E-03,7.73E-02,5.34E-03,7.73E-02
84.34,2.26E-02,5.04E-02,2.26E-02,5.04E-02,2.26E-02,5.04E-02
84.35,-4.63E-02,-2.56E-02,-4.63E-02,-2.56E-02,-4.63E-02,-2.56E-02
84.36,5.14E-02,5.45E-03,5.14E-02,5.45E-03,5.14E-02,5.45E-03
84.37,-2.24E-02,6.72E-02,-2.24E-02,6.72E-02,-2.24E-02,6.72E-02
84.38,7.12E-02,4.36E-02,7.12E-02,4.36E-02,7.12E-02,4.36E-02
84.39,2.40E-02,-1.66E-03,2.40E-02,-1.66E-03,2.40E-02,-1.66E-03
84.4,-2.05E-02,3.02E-02,-2.05E-02,3.02E-02,-2.05E-02,3.02E-02
84.41,-2.83E-02,1.97E-02,-2.83E-02,1.97E-02,-2.83E-02,1.97E-02
84.42,3.53E-02,8.07E-03,3.53E-02,8.07E-03,3.53E-02,8.07E-03
84.43,1.77E-02,3.54E-02,1.77E-02,3.54E-02,1.77E-02,3.54E-02
84.44,4.73E-02,1.03E-01,4.73E-02,1.03E-01,4.73E-02,1.03E-01
84.45,-4.41E-02,2.68E-02,-4.41E-02,2.68E-02,-4.41E-02,2.68E-02
84.46,-2.31E-02,2.38E-02,-2.31E-02,2.38E-02,-2.31E-02,2.38E-02
84.47,9.83E-03,3.76E-02,9.83E-03,3.76E-02,9.83E-03,3.76E-02
84.48,7.68E-02,1.93E-02,7.68E-02,1.93E-02,7.68E-02,1.93E-02
84.49,-3.69E-02,-2.75E-02,-3.69E-02,-2.75E-02,-3.69E-02,-2.75E-02
84.5,1.81E-02,2.83E-03,1.81E-02,2.83E-03,1.81E-02,2.83E-03
84.51,3.12E-02,5.37E-02,3.12E-02,5.37E-02,3.12E-02,5.37E-02
84.52,-4.29E-02,4.85E-02,-4.29E-02,4.85E-02,-4.29E-02,4.85E-02
84.53,5.51E-02,8.67E-02,5.51E-02,8.67E-02,5.51E-02,8.67E-02
84.54,6.67E-02,6.05E-02,6.67E-02,6.05E-02,6.67E-02,6.05E-02
84.55,-2.57E-02,2.08E-02,-2.57E-02,2.08E-02,-2.57E-02,2.08E-02
84.56,-2.09E-02,-3.08E-02,-2.09E-02,-3.08E-02,-2.09E-02,-3.08E-02
84.57,2.48E-02,4.25E-02,2.48E-02,4.25E-02,2.48E-02,4.25E-02
84.58,1.97E-03,4.10E-02,1.97E-03,4.10E-02,1.97E-03,4.10E-02
84.59,-7.29E-02,9.19E-03,-7.29E-02,9.19E-03,-7.29E-02,9.19E-03
84.6,6.18E-02,1.93E-02,6.18E-02,1.93E-02,6.18E-02,1.93E-02
84.61,8.95E-02,4.62E-02,8.95E-02,4.62E-02,8.95E-02,4.62E-02
84.62,-3.27E-03,1.52E-02,-3.27E-03,1.52E-02,-3.27E-03,1.52E-02
84.63,-3.02E-02,6.61E-02,-3.02E-02,6.61E-02,-3.02E-02,6.61E-02
84.64,-3.10E-02,2.83E-02,-3.10E-02,2.83E-02,-3.10E-02,2.83E-02
84.65,6.09E-03,5.34E-02,6.09E-03,5.34E-02,6.09E-03,5.34E-02
84.66,-2.16E-02,5.08E-03,-2.16E-02,5.08E-03,-2.16E-02,5.08E-03
84.67,7.05E-02,1.26E-02,7.05E-02,1.26E-02,7.05E-02,1.26E-02
84.68,6.60E-02,3.61E-02,6.60E-02,3.61E-02,6.60E-02,3.61E-02
84.69,3.79E-02,3.61E-02,3.79E-02,3.61E-02,3.79E-02,3.61E-02
84.7,-2.42E-02,-2.78E-03,-2.42E-02,-2.78E-03,-2.42E-02,-2.78E-03
84.71,-1.37E-02,3.58E-02,-1.37E-02,3.58E-02,-1.37E-02,3.58E-02
84.72,-9.76E-02,4.36E-02,-9.76E-02,4.36E-02,-9.76E-02,4.36E-02
84.73,2.78E-02,-1.28E-03,2.78E-02,-1.28E-03,2.78E-02,-1.28E-03
84.74,5.29E-02,5.48E-02,5.29E-02,5.48E-02,5.29E-02,5.48E-02
84.75,1.60E-03,9.71E-02,1.60E-03,9.71E-02,1.60E-03,9.71E-02
84.76,6.82E-02,5.63E-02,6.82E-02,5.63E-02,6.82E-02,5.63E-02
84.77,5.96E-02,3.28E-02,5.96E-02,3.28E-02,5.96E-02,3.28E-02
84.78,-5.75E-02,-3.80E-02,-5.75E-02,-3.80E-02,-5.75E-02,-3.80E-02
84.79,-4.37E-02,-1.28E-03,-4.37E-02,-1.28E-03,-4.37E-02,-1.28E-03
84.8,2.34E-03,2.12E-02,2.34E-03,2.12E-02,2.34E-03,2.12E-02
84.81,1.09E-01,3.20E-02,1.09E-01,3.20E-02,1.09E-01,3.20E-02
84.82,3.79E-02,3.80E-02,3.79E-02,3.80E-02,3.79E-02,3.80E-02
84.83,-6.24E-02,2.23E-02,-6.24E-02,2.23E-02,-6.24E-02,2.23E-02
84.84,-7.06E-02,6.57E-02,-7.06E-02,6.57E-02,-7.06E-02,6.57E-02
84.85,4.96E-03,5.71E-02,4.96E-03,5.71E-02,4.96E-03,5.71E-02
84.86,3.84E-03,7.66E-02,3.84E-03,7.66E-02,3.84E-03,7.66E-02
84.87,9.93E-02,-2.11E-02,9.93E-02,-2.11E-02,9.93E-02,-2.11E-02
84.88,9.81E-02,-1.28E-03,9.81E-02,-1.28E-03,9.81E-02,-1.28E-03
84.89,-4.48E-02,1.41E-02,-4.48E-02,1.41E-02,-4.48E-02,1.41E-02
84.9,-5.15E-02,4.47E-02,-5.15E-02,4.47E-02,-5.15E-02,4.47E-02
84.91,-2.31E-02,5.90E-02,-2.31E-02,5.90E-02,-2.31E-02,5.90E-02
84.92,2.72E-03,2.27E-02,2.72E-03,2.27E-02,2.72E-03,2.27E-02
84.93,4.05E-02,2.42E-02,4.05E-02,2.42E-02,4.05E-02,2.42E-02
84.94,7.08E-02,-2.78E-03,7.08E-02,-2.78E-03,7.08E-02,-2.78E-03
84.95,8.71E-03,5.45E-02,8.71E-03,5.45E-02,8.71E-03,5.45E-02
84.96,-3.92E-02,5.41E-02,-3.92E-02,5.41E-02,-3.92E-02,5.41E-02
84.97,6.09E-03,3.16E-02,6.09E-03,3.16E-02,6.09E-03,3.16E-02
84.98,3.00E-02,5.37E-02,3.00E-02,5.37E-02,3.00E-02,5.37E-02
84.99,-2.39E-02,-2.56E-02,-2.39E-02,-2.56E-02,-2.39E-02,-2.56E-02
85,1.58E-02,3.50E-02,1.58E-02,3.50E-02,1.58E-02,3.50E-02
85.01,-1.11E-02,4.96E-02,-1.11E-02,4.96E-02,-1.11E-02,4.96E-02
85.02,4.50E-02,6.42E-02,4.50E-02,6.42E-02,4.50E-02,6.42E-02
85.03,4.05E-02,2.94E-02,4.05E-02,2.94E-02,4.05E-02,2.94E-02
85.04,-1.71E-02,2.46E-03,-1.71E-02,2.46E-03,-1.71E-02,2.46E-03
85.05,5.06E-02,-2.75E-02,5.06E-02,-2.75E-02,5.06E-02,-2.75E-02
85.06,9.08E-03,7.32E-03,9.08E-03,7.32E-03,9.08E-03,7.32E-03
85.07,-1.97E-02,7.32E-02,-1.97E-02,7.32E-02,-1.97E-02,7.32E-02
85.08,2.34E-03,5.56E-02,2.34E-03,5.56E-02,2.34E-03,5.56E-02
85.09,-3.25E-02,8.78E-02,-3.25E-02,8.78E-02,-3.25E-02,8.78E-02
85.1,-6.02E-02,7.95E-02,-6.02E-02,7.95E-02,-6.02E-02,7.95E-02
85.11,1.05E-01,-8.02E-03,1.05E-01,-8.02E-03,1.05E-01,-8.02E-03
85.12,2.40E-02,-1.29E-02,2.40E-02,-1.29E-02,2.40E-02,-1.29E-02
85.13,5.40E-02,-7.65E-03,5.40E-02,-7.65E-03,5.40E-02,-7.65E-03
85.14,4.73E-04,-7.27E-03,4.73E-04,-7.27E-03,4.73E-04,-7.27E-03
85.15,-8.93E-02,1.26E-02,-8.93E-02,1.26E-02,-8.93E-02,1.26E-02
85.16,4.73E-04,4.10E-02,4.73E-04,4.10E-02,4.73E-04,4.10E-02
85.17,5.66E-02,3.46E-02,5.66E-02,3.46E-02,5.66E-02,3.46E-02
85.18,6.15E-02,9.71E-02,6.15E-02,9.71E-02,6.15E-02,9.71E-02
85.19,1.13E-02,8.55E-02,1.13E-02,8.55E-02,1.13E-02,8.55E-02
85.2,-1.82E-02,3.13E-02,-1.82E-02,3.13E-02,-1.82E-02,3.13E-02
85.21,1.06E-02,4.10E-02,1.06E-02,4.10E-02,1.06E-02,4.10E-02
85.22,-2.12E-02,-7.65E-03,-2.12E-02,-7.65E-03,-2.12E-02,-7.65E-03
85.23,-5.12E-02,-1.44E-02,-5.12E-02,-1.44E-02,-5.12E-02,-1.44E-02
85.24,8.47E-02,-1.36E-02,8.47E-02,-1.36E-02,8.47E-02,-1.36E-02
85.25,5.81E-02,2.53E-02,5.81E-02,2.53E-02,5.81E-02,2.53E-02
85.26,-4.33E-02,7.73E-02,-4.33E-02,7.73E-02,-4.33E-02,7.73E-02
85.27,2.72E-03,7.32E-02,2.72E-03,7.32E-02,2.72E-03,7.32E-02
85.28,4.96E-03,1.59E-02,4.96E-03,1.59E-02,4.96E-03,1.59E-02
85.29,3.84E-03,-6.90E-03,3.84E-03,-6.90E-03,3.84E-03,-6.90E-03
85.3,3.98E-02,2.42E-02,3.98E-02,2.42E-02,3.98E-02,2.42E-02
85.31,3.00E-02,5.00E-02,3.00E-02,5.00E-02,3.00E-02,5.00E-02
85.32,-3.32E-02,4.47E-02,-3.32E-02,4.47E-02,-3.32E-02,4.47E-02
85.33,-7.59E-02,2.23E-02,-7.59E-02,2.23E-02,-7.59E-02,2.23E-02
85.34,6.37E-02,4.62E-02,6.37E-02,4.62E-02,6.37E-02,4.62E-02
85.35,8.73E-02,5.11E-02,8.73E-02,5.11E-02,8.73E-02,5.11E-02
85.36,6.75E-02,3.61E-02,6.75E-02,3.61E-02,6.75E-02,3.61E-02
85.37,-4.18E-02,-4.81E-02,-4.18E-02,-4.81E-02,-4.18E-02,-4.81E-02
85.38,-2.01E-02,-1.66E-03,-2.01E-02,-1.66E-03,-2.01E-02,-1.66E-03
85.39,-4.71E-02,6.64E-02,-4.71E-02,6.64E-02,-4.71E-02,6.64E-02
85.4,-2.65E-02,4.89E-02,-2.65E-02,4.89E-02,-2.65E-02,4.89E-02
85.41,5.89E-02,5.00E-02,5.89E-02,5.00E-02,5.89E-02,5.00E-02
85.42,8.09E-02,4.92E-02,8.09E-02,4.92E-02,8.09E-02,4.92E-02
85.43,1.21E-02,6.31E-02,1.21E-02,6.31E-02,1.21E-02,6.31E-02
85.44,-1.34E-02,-2.78E-03,-1.34E-02,-2.78E-03,-1.34E-02,-2.78E-03
85.45,-5.23E-02,1.93E-02,-5.23E-02,1.93E-02,-5.23E-02,1.93E-02
85.46,-1.71E-02,-3.90E-03,-1.71E-02,-3.90E-03,-1.71E-02,-3.90E-03
85.47,1.00E-01,-5.40E-03,1.00E-01,-5.40E-03,1.00E-01,-5.40E-03
85.48,2.18E-02,9.04E-02,2.18E-02,9.04E-02,2.18E-02,9.04E-02
85.49,-2.57E-02,5.34E-02,-2.57E-02,5.34E-02,-2.57E-02,5.34E-02
85.5,-3.10E-02,3.13E-02,-3.10E-02,3.13E-02,-3.10E-02,3.13E-02
85.51,4.76E-02,4.70E-03,4.76E-02,4.70E-03,4.76E-02,4.70E-03
85.52,3.60E-02,1.22E-02,3.60E-02,1.22E-02,3.60E-02,1.22E-02
85.53,-5.27E-02,2.12E-02,-5.27E-02,2.12E-02,-5.27E-02,2.12E-02
85.54,2.67E-02,1.71E-02,2.67E-02,1.71E-02,2.67E-02,1.71E-02
85.55,5.89E-02,3.76E-02,5.89E-02,3.76E-02,5.89E-02,3.76E-02
85.56,6.83E-03,4.92E-02,6.83E-03,4.92E-02,6.83E-03,4.92E-02
85.57,-4.03E-02,9.15E-02,-4.03E-02,9.15E-02,-4.03E-02,9.15E-02
85.58,-3.81E-02,5.19E-02,-3.81E-02,5.19E-02,-3.81E-02,5.19E-02
85.59,2.22E-02,-9.10E-04,2.22E-02,-9.10E-04,2.22E-02,-9.10E-04
85.6,1.13E-01,6.20E-03,1.13E-01,6.20E-03,1.13E-01,6.20E-03
85.61,3.64E-02,-1.21E-02,3.64E-02,-1.21E-02,3.64E-02,-1.21E-02
85.62,-1.15E-02,1.14E-02,-1.15E-02,1.14E-02,-1.15E-02,1.14E-02
85.63,-6.16E-02,2.53E-02,-6.16E-02,2.53E-02,-6.16E-02,2.53E-02
85.64,-4.07E-02,6.61E-02,-4.07E-02,6.61E-02,-4.07E-02,6.61E-02
85.65,5.96E-02,6.91E-02,5.96E-02,6.91E-02,5.96E-02,6.91E-02
85.66,-1.64E-02,5.56E-02,-1.64E-02,5.56E-02,-1.64E-02,5.56E-02
85.67,8.71E-03,2.53E-02,8.71E-03,2.53E-02,8.71E-03,2.53E-02
85.68,5.34E-03,-1.85E-02,5.34E-03,-1.85E-02,5.34E-03,-1.85E-02
85.69,7.58E-03,1.52E-02,7.58E-03,1.52E-02,7.58E-03,1.52E-02
85.7,4.69E-02,1.26E-02,4.69E-02,1.26E-02,4.69E-02,1.26E-02
85.71,4.16E-02,1.48E-02,4.16E-02,1.48E-02,4.16E-02,1.48E-02
85.72,6.60E-02,5.93E-02,6.60E-02,5.93E-02,6.60E-02,5.93E-02
85.73,1.47E-02,3.35E-02,1.47E-02,3.35E-02,1.47E-02,3.35E-02
85.74,-1.77E-03,7.58E-02,-1.77E-03,7.58E-02,-1.77E-03,7.58E-02
85.75,-9.12E-02,5.75E-02,-9.12E-02,5.75E-02,-9.12E-02,5.75E-02
85.76,-4.48E-02,6.31E-02,-4.48E-02,6.31E-02,-4.48E-02,6.31E-02
85.77,1.77E-02,-1.33E-02,1.77E-02,-1.33E-02,1.77E-02,-1.33E-02
85.78,4.84E-02,-4.47E-02,4.84E-02,-4.47E-02,4.84E-02,-4.47E-02
85.79,-1.15E-02,1.89E-02,-1.15E-02,1.89E-02,-1.15E-02,1.89E-02
85.8,3.08E-02,2.68E-02,3.08E-02,2.68E-02,3.08E-02,2.68E-02
85.81,3.42E-02,5.60E-02,3.42E-02,5.60E-02,3.42E-02,5.60E-02
85.82,3.42E-02,4.62E-02,3.42E-02,4.62E-02,3.42E-02,4.62E-02
85.83,1.32E-02,3.69E-02,1.32E-02,3.69E-02,1.32E-02,3.69E-02
85.84,6.82E-02,6.53E-02,6.82E-02,6.53E-02,6.82E-02,6.53E-02
85.85,-4.52E-02,5.08E-03,-4.52E-02,5.08E-03,-4.52E-02,5.08E-03
85.86,-1.30E-02,2.45E-02,-1.30E-02,2.45E-02,-1.30E-02,2.45E-02
85.87,-4.29E-02,4.89E-02,-4.29E-02,4.89E-02,-4.29E-02,4.89E-02
85.88,-7.10E-02,3.24E-02,-7.10E-02,3.24E-02,-7.10E-02,3.24E-02
85.89,8.54E-02,-4.28E-03,8.54E-02,-4.28E-03,8.54E-02,-4.28E-03
85.9,1.39E-01,1.18E-02,1.39E-01,1.18E-02,1.39E-01,1.18E-02
85.91,-1.49E-02,3.65E-02,-1.49E-02,3.65E-02,-1.49E-02,3.65E-02
85.92,-1.30E-02,2.72E-02,-1.30E-02,2.72E-02,-1.30E-02,2.72E-02
85.93,-4.37E-02,2.87E-02,-4.37E-02,2.87E-02,-4.37E-02,2.87E-02
85.94,-3.36E-02,9.64E-02,-3.36E-02,9.64E-02,-3.36E-02,9.64E-02
85.95,5.36E-02,3.95E-02,5.36E-02,3.95E-02,5.36E-02,3.95E-02
85.96,2.07E-02,-3.65E-02,2.07E-02,-3.65E-02,2.07E-02,-3.65E-02
85.97,-6.05E-02,1.03E-01,-6.05E-02,1.03E-01,-6.05E-02,1.03E-01
85.98,6.33E-02,1.03E-02,6.33E-02,1.03E-02,6.33E-02,1.03E-02
85.99,1.29E-01,-3.20E-02,1.29E-01,-3.20E-02,1.29E-01,-3.20E-02
86,-1.71E-02,4.77E-02,-1.71E-02,4.77E-02,-1.71E-02,4.77E-02
86.01,-9.76E-02,-2.19E-02,-9.76E-02,-2.19E-02,-9.76E-02,-2.19E-02
86.02,-2.53E-02,3.35E-02,-2.53E-02,3.35E-02,-2.53E-02,3.35E-02
86.03,4.87E-02,7.92E-02,4.87E-02,7.92E-02,4.87E-02,7.92E-02
86.04,2.22E-02,6.20E-02,2.22E-02,6.20E-02,2.22E-02,6.20E-02
86.05,4.54E-02,2.27E-02,4.54E-02,2.27E-02,4.54E-02,2.27E-02
86.06,-6.50E-04,7.81E-02,-6.50E-04,7.81E-02,-6.50E-04,7.81E-02
86.07,1.10E-02,-2.75E-02,1.10E-02,-2.75E-02,1.10E-02,-2.75E-02
86.08,1.96E-02,-1.36E-02,1.96E-02,-1.36E-02,1.96E-02,-1.36E-02
86.09,-3.27E-03,5.90E-02,-3.27E-03,5.90E-02,-3.27E-03,5.90E-02
86.1,-1.41E-02,3.02E-02,-1.41E-02,3.02E-02,-1.41E-02,3.02E-02
86.11,-9.72E-02,4.21E-02,-9.72E-02,4.21E-02,-9.72E-02,4.21E-02
86.12,1.45E-01,6.57E-02,1.45E-01,6.57E-02,1.45E-01,6.57E-02
86.13,6.56E-02,2.98E-02,6.56E-02,2.98E-02,6.56E-02,2.98E-02
86.14,-6.20E-02,-2.60E-02,-6.20E-02,-2.60E-02,-6.20E-02,-2.60E-02
86.15,-6.80E-02,8.45E-03,-6.80E-02,8.45E-03,-6.80E-02,8.45E-03
86.16,3.90E-02,1.71E-03,3.90E-02,1.71E-03,3.90E-02,1.71E-03
86.17,1.46E-01,4.18E-02,1.46E-01,4.18E-02,1.46E-01,4.18E-02
86.18,2.29E-02,9.15E-02,2.29E-02,9.15E-02,2.29E-02,9.15E-02
86.19,-1.19E-01,6.72E-02,-1.19E-01,6.72E-02,-1.19E-01,6.72E-02
86.2,-6.80E-02,7.81E-02,-6.80E-02,7.81E-02,-6.80E-02,7.81E-02
86.21,2.67E-02,-1.44E-02,2.67E-02,-1.44E-02,2.67E-02,-1.44E-02
86.22,1.02E-01,-3.16E-02,1.02E-01,-3.16E-02,1.02E-01,-3.16E-02
86.23,1.62E-02,1.48E-02,1.62E-02,1.48E-02,1.62E-02,1.48E-02
86.24,1.81E-02,4.10E-02,1.81E-02,4.10E-02,1.81E-02,4.10E-02
86.25,4.73E-04,-5.40E-03,4.73E-04,-5.40E-03,4.73E-04,-5.40E-03
86.26,-1.19E-02,5.45E-02,-1.19E-02,5.45E-02,-1.19E-02,5.45E-02
86.27,4.31E-02,7.32E-02,4.31E-02,7.32E-02,4.31E-02,7.32E-02
86.28,-2.90E-03,3.28E-02,-2.90E-03,3.28E-02,-2.90E-03,3.28E-02
86.29,-7.06E-02,5.60E-02,-7.06E-02,5.60E-02,-7.06E-02,5.60E-02
86.3,-8.51E-03,3.58E-03,-8.51E-03,3.58E-03,-8.51E-03,3.58E-03
86.31,7.46E-02,2.23E-02,7.46E-02,2.23E-02,7.46E-02,2.23E-02
86.32,3.75E-02,5.07E-02,3.75E-02,5.07E-02,3.75E-02,5.07E-02
86.33,-4.41E-02,-1.66E-02,-4.41E-02,-1.66E-02,-4.41E-02,-1.66E-02
86.34,-7.76E-03,-1.29E-02,-7.76E-03,-1.29E-02,-7.76E-03,-1.29E-02
86.35,1.55E-01,7.43E-02,1.55E-01,7.43E-02,1.55E-01,7.43E-02
86.36,1.06E-01,3.88E-02,1.06E-01,3.88E-02,1.06E-01,3.88E-02
86.37,-1.32E-01,4.70E-02,-1.32E-01,4.70E-02,-1.32E-01,4.70E-02
86.38,-1.63E-01,3.73E-02,-1.63E-01,3.73E-02,-1.63E-01,3.73E-02
86.39,-1.75E-02,-9.89E-03,-1.75E-02,-9.89E-03,-1.75E-02,-9.89E-03
86.4,4.91E-02,5.52E-02,4.91E-02,5.52E-02,4.91E-02,5.52E-02
86.41,4.58E-02,6.08E-02,4.58E-02,6.08E-02,4.58E-02,6.08E-02
86.42,1.13E-01,2.90E-02,1.13E-01,2.90E-02,1.13E-01,2.90E-02
86.43,1.01E-01,-2.19E-02,1.01E-01,-2.19E-02,1.01E-01,-2.19E-02
86.44,-2.98E-02,3.28E-02,-2.98E-02,3.28E-02,-2.98E-02,3.28E-02
86.45,-5.75E-02,1.93E-02,-5.75E-02,1.93E-02,-5.75E-02,1.93E-02
86.46,2.22E-02,8.63E-02,2.22E-02,8.63E-02,2.22E-02,8.63E-02
86.47,-9.20E-02,2.53E-02,-9.20E-02,2.53E-02,-9.20E-02,2.53E-02
86.48,-2.52E-03,-4.06E-02,-2.52E-03,-4.06E-02,-2.52E-03,-4.06E-02
86.49,9.85E-02,5.93E-02,9.85E-02,5.93E-02,9.85E-02,5.93E-02
86.5,2.26E-02,8.48E-02,2.26E-02,8.48E-02,2.26E-02,8.48E-02
86.51,-4.03E-02,1.93E-02,-4.03E-02,1.93E-02,-4.03E-02,1.93E-02
